comment_Text,Have_Sarcasm,Sarcasm_Type
This app is really good it guessed everyone i was thinking of but there is 1 problem. There is an ad everytime i finish so maybe u can decrease the ads please. If u do that ill edit and give it a 5 star review,No,None
"I love this app, have played it since it was only a website. My only complaint is that when I go off the app and come back, the music stops playing. Please fix this.",No,None
"I love this app, it's almost eerie how much it can guess. Could do with less ads, but as a free and fun app, I can't complain.",Yes,Humor
. When i was choosing a person i got the VIP tab. And they were getting really close to close to the aswer then i got the VIP tab. When I try to click the ad button IT DOESN'T EVEN WORK. Disappointed,Yes,Self-Deprecation
"its fun off course but what really made me upset is how whenever i get anything above silver rank characters, it wont register them into my badges as higher rank characters. its very annoying and makes me feel unaccomplished.",Yes,Humor
"It was cool back when you could just use it without them wanting to sell all your information in order to guess more than a few times. Shout out to the original creators, I hope they sold it and they aren't doing this hogwash themselves",No,None
"It is a good name but there is a lot of ads after every guess ,tht has become a reason why this app is just at the corner of my mobile i dont like to use it coz of all the ads I think ads must really be removed",No,None
I wish I could vote zero stars I was spending so much time to get this person and it keeps rejecting me and I used be in 15 th rank now I'm in 647 this horrible what have I done to get this and this is the first time downloading I got addicted and I hate it now . HORRIBLE BUT ADDICTIVE GAME WHICH IS BAD IM 11 YEARS OLD THEY DONT ALLOW ME TO TAKE A SIMPLE SURVEY HORRIBLE I WOULD LIKE TO GIVE ZERO STARS .,No,None
I like it its fun but there are way to many ads take out the ads and ill rate it a 5 completely plz stop the ads it not as good with the ads thats why i gave it a three im sorry but way to many ads Sadly its not a five but i still like playing to try to make him guess me plz say yes if u agree,Yes,Humor
This app is very intresting but in this we have a option to change clothes so the clothes are very expensive so if the coins can be reduced better othervise very good game,No,None
"fun, but there are some glitches. every time we win a VIP character, it says pay $5 or watch an ad, but we cannot click the watch ad button it doesn't work.",Yes,Humor
"""You found a VIP character"". It's a scam because you can see the same character twice and have it appear as a ""VIP"" (pay to see) character the first time and then have it appear normal the second time.",No,None
"I've had this app for many many years on several devices and I loved it. HOWEVER when I downloaded it to my most recent device, my VIP membership didn't transfer over. This game is now worthless to me.",No,None
It used to be good but now it's horrible. It would be fun but the fact you need to pay money to get some people the Akinator can guess is stupid. The VIP is fine but don't make it that important. May as well just make the game cost money if you're gonna do that.,Yes,Humor
I like it very much! Its always so cool how akinator guesses the person you are thinking. How on earth does he do it?!?!? ð Very great app to use if you are bored. Also great to use with friends and familyð whenever you are bored ð 100/10. ð,No,None
"It didn't open at first. I kept getting 'PROBLEM_RESEAU' when I tried opening the app several times. But it's okay now. Just fix, so it doesn't happen again",No,None
"I like the app it's great, but if I'm looking up something that I have before and get the answers the same it comes up with a different character! I would rate 5 stars if it wasn't an issue.",No,None
"Keeps encountering an error when Akinator doesn't guess correctly, and I keep getting the CHEATED screen for things that I'm actually thinking of.",No,None
"Great game and time killer and it's crazy how on point the akinator is. Only issue is the validity checks because when I was going for beatrix from ""kill bill"" it showed me the actual actress Uma and thinking nothing of it and I said yes only to be called a cheater. I understand the checks to a degree but dont have the actual person who plays the character as a fake check.",No,None
I'd give this app a 5 star if it wasn't for the Premium characters and how it says rejected when it thinks your cheating. I would also complain about the ads but I don't think there's much point because you won't do anything.,No,None
"It's nice and brings back memories from when i was younger, but sometimes the game says I'm cheating though I was thinking of the person they asked? I just think that's very weird and now I'm at the bottom of the leaderboard again",No,None
Okay this game is really bad. 1: It took forever to load when i first downloaded it. 2: LAGS TOO MUCH. And finally 3: Ads every. Single. Time. I am not downloading this back until it is fixed.,No,None
It is quiet a fun game....and hopefully it really works most of the time.....another good thing about this is that you can play this game with your family and friends to have some fun.ðð But the only problem is the VIP needs. But it's not really a big problem. Nice app. Happy with it.ð,Yes,Humor
because it bloody updated I lost all of my previous scores. this is unacceptable as I had a black award and a platinum award and one of everything. I was proud of that and i trust to get them back but I just guessed the wrong person. then it wouldn't give me the award because it didn't guess it first time. fix it!,No,None
"Lol, you have to pay or watch the add to see the answer in case it's not something obvious. I even tried to watch the add out of curiosity to see the answer but it didn't work. But then it was playing adds between games ð¤·ð»ââï¸",No,None
"Its ok, but I have one problem: Why can't I play offline? I love this but I would love to be able to play without needing internet. Fix this please and i'll rate this five stars. Thanks!",No,None
He could not guess the character. After trying several times he still didnt know. Not upset about it but figured he would know the person after enough guessing and I've lesser known characters be guessed easier,No,None
"''VIP"" Is SO ANNOYING. I can't even watch an AD to get any further. It always says: ""Videos not available."" . ............... . . . Can it be my device or is it game issue? ........................ ðï¸[Sorry for bad english. (If was any mistakes in the text.) ] ð¤",No,None
It always gets it correct. It is like the best mind reader. It mostly gets it incorrect in kids mode for my child.,No,None
It was a good app before but now every time I play it says that you are thinking of a rare character and then I have to see a 30s long unskippable ad .,No,None
"Used to be a really fun app. But now it's quite bad at guessing, and if you pick anyone too obscure it makes you watch an ad before it reveals the guess.",Yes,Humor
"Great game! Quite a few ads, but if you can get past that then I highly recommend it. One question though.. I had a character who you couldn't guess, yet I got no reward, is there a reason for this?",No,None
"Clean up your answers, stop repeating the same questions, and actually make the bot think. I'll tell it that the character doesn't exist and I'll still end up with a youtuber or your husband. Someone should, and could, make a better questionnaire than this.",No,None
"It's a good and reliable game quite enjoyable but i agree with the others, if we can only play in offline because it's really disappointing it would be great i already shared it with my friends but it's getting really boring a lot",Yes,Humor
Okay okay so this is a great game but the ads though i prefer the old version but when you are trying to do something an ad come up then you accidentally answered the wrong question thats what i really hate but great app i recommend it for you,No,None
This app is great but once I enter the app there's thi loading thing that pops up and its 0%-12% and when my phone turns off and turn it on again its back to 0% i suggest you remove that loading thing,No,None
"ok what was up with the ""rare character"" bs that you either had to watch an ad or get premium to find out? thats stupid just tell me what it is. also how you dont get points if it takes more than one guess? thats on the program not on my answers.",No,None
"ok so this games is cool and all but..WHAT IS THE USE OF THE ""VIP MEMBER"" THING? like are you serious?! plus it happens when i play that all of a sudden it stops and show an ad for the vip thing..and when i exit the ad it restartð«",No,None
"The ads are to much every character seems to be a ""rare character"" at this point plus the app uses your data (without permission) its creepy, also you are almost as greedy as lion studios",No,None
This game is good but there are many ads that just exist it doesn't matter if my character was played less than 1k times it doesn't mean you need an ad other than that it's quite good,No,None
Very well made. Theres just one problem. It takes so long to load and it always says that theres a problem every single SECOND I play! It definetley deserved this rating.,No,None
"This is a great app! It shows my characters so easily, but i gave it 4 stars because every time akanator guesses. it puts a bunch of ads, but however this is great!",No,None
"Fix the way points are awarded in this game.If someone is thinking of a character that isnt too well known, why punish the player by not awarding the points and the award when your bad ai guesses wrong the first time. As a result, i will always say the first guess is correct because i wont get points if its wrong",No,None
Whenever I guess a rare character i cannot click watch a video. There is no link there. The only link that works is no thanks. Pretty useless considering the point is to get rare ones,No,None
"I'd give it 5 stars but when I tried to make an account, it said it already has an account with the same email. I don't know how that is possible because it is the first time going on akinator.( Unless someone ACTUALLY has my Email) Besides that, a pretty good game.",No,None
"This game is fun, but I'm being penalized for guessing elusive and hard people. If I land on someone to quickly or easily they reject my idea and make accusations that I'm just trying to scam an award.",Yes,Humor
"I really find it unfair when an answer that's part of a ""validity test"" is the actor that plays the character I was attempting to get. I assumed that it was just how it was entered by the individual who created the character- and therefore shouldn't be penalized for assuming that saying ""yes"" to the actor, as opposed to the character he plays (might I be adding that the picture used was the character from the show) would constituent cheating. ridiculous.",No,None
This game is great and it helps me a lot when I forget my favorite youtubers! but there is a lot loading! and I also lose my all network after I play this game I'll give you 5 stars if you fix these problems!,No,None
I don't know whether this app is a mobile application or a magician who read the mind and correctly guess your character even after if you try to cheat it (ie.by giving one or two answers wrong!!) but as this type of app really existed I will give salute to the app developers who made such a clever software!! 5 star ððððð rating again by me.,No,None
"I'm enjoying playing this game and let him guess the characters I have in mind. Way better if he can't guess it xD However, I hope he could guess more Guardian Tales characters and add an option of adding a pic onto that character or whatever PS: He can't guess Future Princess from Guardian Tales :p",No,None
"Far too many ads, guessing a character is impressive, but an unskippable 15 second ad just for the wrong answer is not worth it.",No,None
It was HORRIBLE it wanted soooooo much data and shared with everyone and for some weird reason it wanted my location like why would an entertainment game need your location the only app I can trust and give my location to is amazon I hate this app even playing with a piece of wood is better than this app,No,None
"Good game, but there's too many rare characters that shouldn't be rare, such as literally any Danganronpa character. If I have to watch an ad just so I can see if it got my character right then have it come out as wrong, there's a problem. I also would like to mention that some information for Byakuya Togami is incorrect (He mentioned that he has siblings and likely a lot of them, and when I looked at the expected answers it said he was an only child).",No,None
"This is a really fun game, most of the questions are mostly a yes, no or don't know question for me. Akinator asks some silly questions too. But really really fun and exciting game. I would say keep up the good work.",Yes,Humor
The app was really good but you can't play it anymore without paying..after letting you watch videos couple of time it asks for money to show you the answer..it's not playable anymore..uninstalled.,No,None
"a good fun app. but if your are playing to get on the leaderboard, where one must make akinator guess the character in the first attempt.. its get irritating over time when the stupid bot wastes questions and repeats questions ...",Yes,Humor
Freakishly accurate and you can earn medals for how good your character is and how hard it is to get. Also you can dress up akinator for how many points you get. Overall this game will really kill time and you have probably seen millions of people on youtube play this,No,None
DO NOT DOWN LOAD THIS APP I DID AND IT WAS ACCESSING MY LOCATION AND TOOK 3G OF MY MOBILE DATA WITHOUT MY PERMISSION ALSO WHEN I TRIED TO GET ON THE APP IT KICKED ME OUT OF IT AND KEPT PLAYING THIS MUSIC EVEN WHEN I WASN'T ON THE APP AND MY PHONE WAS SWITCHED OFF. I CHECKED MY PERMISSIONS AND SAW THAT IT HAD ACCES TO MY CAMERA!!! PLEASE DELETE IF YOU HAVE THIS APP,No,None
"This app can guess the hard characters but it can't guess the easy characters.In the majority time it can't guess the correct character.so,I gave it 2 stars.",No,None
I'm not going to lie just to get actually read my mind whatever I think it's like right there I even turn off the kids settings and it's still working the best. Everyone is this is the best thing ever so you need like try it you guys are giving about like three things it is impossible to stop him,No,None
"Great game, love that it is up to date and has a lot of things to guess. But one thing is for some reason it won't put me on the leaderboard even if I get a gold, platinum or black. It used to but now it won't. And I do wish there were more categories. But other than that it is very nice.",No,None
"Very good game. But it takes time for loading so I kept getting annoyed from that and please remove the long loading ! If you ask me, this is a very very good game. I love this game. ðâ¤",No,None
You cant get all charecters in the daily challenge. It dosent let you. I got 4 out of 5 characters but i also got the fifth character but it was showing it was not on the board but when i checked the next day that was the last charecter. It is a fun game bit has a lot of issues with it,Yes,Humor
I love this game so much it's been correct almost every time I can play this game all day I enjoy this game and I love how when dressing up the Akinator you use coins in wich you get every time you play instead of them being locked or watching an add to get the clothing and there is one free shirt ps. not amy Amy's friend,No,None
!_! this app tricks me everytime a ad goes up it says sorry akinator is shutting down for the next 5 hours and when i go back it said akinator has been removed from your device for not playing for a day its really bad and hate it if they fix the bugs i might like it,No,None
I rate it 5 stars because it reads my mind and it keeps on getting it correctly. He can guess anyone except ur family name. BUT ITS SO COOL! I can say the graphics are weird but ill stick with it.,No,None
"The app used to work so well before, what happend? Now when I try to load akinator, the screen just go's white and says ""try again"" I press it then I just crashed. I am disappointed",Yes,Self-Deprecation
"it's a great game except it never saves my badges when they're above gold. I have won a gold, a platinum, and two black badges that didn't save and I am so angry.",No,None
"If I close the app and go back into it. I dosent load it just keeps me at the loading screen. Then I reinstall it, it works. And I have to keep doing it just to play the gosh darn game.",No,None
"Every time i get the ""rare character!"" screen, I can't go back to the main screen and I have to close the app.",No,None
"The app is good and all but it used to be insanely good. Like you seriously made VIP characters so that we had to watch and add or pay 5 dollars to find out what you guessed, like that's retarted.",Yes,Passive-Aggression
It is really awesome and it so good way to pass your time! It is so funny because it almost can read your mind and it really can! Thank you so much to you all who made this Game/App. Thank you! ðâ¥ï¸ðð,Yes,Humor
"Lags when i open the game. As soon as it starts to work like normal a messge saying ""Would you like to rate this app"", and i have to each time to get the message away. Please change this thank you.",No,None
Its a good game.. But the reason why i am giving it 4 stars is that sometimes it shows wrong results and there is not a show named kundali bhagya mine favðlol!thats not in the list of tv shows so that dissapointed me alot so i request the makers to add it also..Overall its an entertaining app..,No,None
It is so cool how it rads your mind by asking us only questions!!!ðð¥ðand I it is very interesting to play and I am sure there will be a lot of good comments. The thing that I love is that there are not too many adds and I can just play the game in peace... keep up the good workðâ¤,No,None
The best entertaining app... Nice.. It predicts the real thing in our mind.. Please remove repeated and same meaning questions more times and also remove too many ads.. ..Some problems also for getting Aki awards,No,None
I like it but it kinda sucks because it as ads on it and I hate it a little bit but it is a good game but I don't think it is a good idea for me because it as ads but I like it. And I don't want to want it to be having ads in their but it's ok I guess well bye guys and next time I am going to tell you people about my ways bye bye. Now time to say my ways yaaa. Ok so I don't like it because it as ads and I got 1st place,No,None
"BEST APP EVER! But could you do I so, you dont have to be on the WiFi, as I want to do it with my friends but I need WiFi, it sucks. But apart from that it is AWSOME!",No,None
"Often guesses ""premium"" characters that can not be seen unless you pay for the game or watch an ad. If the video server is down, you can't see your result, sucks balls.",No,None
"Now this is an app/game which really helps people to find their character and famous people. Fun and addicting, but I mostly appreciate the developers for the always up to date anime characters.",Yes,Humor
Idk but after two days of installing this app. My phone just don't know from got a virus or something. And all apps were just keep stopping. Bas experience. Never gonna download this on my phone.,No,None
Stupid I can't challenge you that easy you know and this is a very unsafe game somehow it's like he knows a lot and it creeps me out like I think you're going to come to my house and tell me which I don't want so I want him to leave I still enjoy the game challenging him but it's kind of creepy the way he just stares at you trying to figure out what you're guessing for him it's really creepy so I want to download it cuz I might give you a little bit of the chills so yeah.,No,None
I love this app but it's also kinda creepy but i like it .I would've given it 5 stars but in the main menu for some reason the language is in spanish or something even though i changed the settings to english its still in spanish,No,None
"Half the time it skips the part where it asks you to confirm the character and thinks it got it right, super annoying.",No,None
It was really fun till it glitched and it said you could be thinking of a rare or something character watch an add or pay to see and the add thing never worked I left and re opened my game triple checked my wifi everything was fine but the add wouldn't load,Yes,Humor
Theres so many adverts and it sometimes doesnt give you an answer and even if you watch a video for it. I hate it but because it doesnt know the most popular games and kid shows.,No,None
"i know this a app but this is cursed its envolves alot of creepy stuff and this app records and hears everything you say and the fact that it can READ YOUR MIND is just the starting. so if you are seeing this, DO NOT DOWNLOAD you could get hacked or even worse track your location, i know this alot of people will say its a lie but its not belive me or you might be next...",No,None
"it's honestly so easy to guess... like, he asks so many questions until it's literally freaking obvious what it is, but it's still a fun game, its fun to see if he even knows the character your thinking of.",Yes,Humor
"The game itself is fun and interesting and it has a great concept but the people you can actually guess most of the time are blocked by the ""this is a vip character, to see the character you must get VIP or watch a video.""To watch a video is fine but you only get 2 vids per day and that limits of who you can have Akinator geuss.",Yes,Humor
"Its so frustrating that you you need to pay for some ""premium potion"" to play the game and get good aki belts, I would rate it five stars if I didnt have to pay to be good at the game!",No,None
This app is so much fun when I started playing it I couldn't stop. This game is so fun you should get it it's so much fun it has a child filter which will protect us and it's really fun the only downside is you can't turn off the child filter but still it's a fun game,Yes,Humor
A lot of fun. Big improvements over the original version. Only complaint is not giving awards for daily challenges.,Yes,Humor
"I really do like the app. Great way to test my brain but I really hate it when I guess the character , it says VIP. I thought you'll said play it free with unlimited access. That's why it's only 4 stars.",No,None
So I downloaded this game but then I had to delete it because it said will you let Akinater track your location and then I clicked deny but it keep popping up so then I had to click yes but that's when I automatically deleted the game so listen to my advise do not download this app!,No,None
This game is awesome even you can choose the option like there are options that you can only gets about TV shows characters and many more this is awesome,Yes,Humor
Can't enjoy anymore because of the ads. Loser developers rely heavily on intrusive ads. Akinator is now just another ad machine.,No,None
"Its really fun to play! Theres a tiny bug but its fine. The genie isnt even there, its just a hat and clothes. Its.. really weird. But i love how it guesses what your thinking!!",Yes,Humor
"The game itself is great and amusing. Especially with the themes. But why on Earth can't we play it without internet? Because the ads, of course.",No,None
Having certain characters hidden behind ad walls is crazy. Used to be a great game but now they are just after ad revenue.,No,None
"It used to be good until it started lockong answers behind ads or paywalls. The ads dont even work, and when you choose neither it makes you restart",No,None
I gave it 4 stars bcz it takes a lot of time to open..! I have to wait for a long time..! Otherwise it's very good..! Please look forward to my issue..!,No,None
"So much fun to see if you can stump Akinator. My family all loves it. We play together and enjoy trying to come up with weird, strange, unique ways to stump him. But he's too good...",Yes,Irony
It's very good could do some work although the rest is really fabulous I guess they have the child mode and adult mode it's a prettyð good game I guess.,No,None
I've been waiting for 10 minutes to get in the app. When I did open the app it would not stop loading and so I couldn't play it. I'm very disappointed with this app i hope this issue will be fixed,Yes,Self-Deprecation
"The app is very interesting and excellent.When you will use the app for the first time, you will be surely thrilled watching his guessing power. But you must give him the true information.",Yes,Flattery
Its good at guessing literally everything from boo-boo bear to fresh asian etc. But pretty annoying on samsung when it comes to ads and im pretty sure. It hacks the phone to find out,No,None
"It's really fun , in my opinion I've seen reviews and they are all really helpful this app makes me laugh I see so many people with it I have a shot and I abaoulotely love it .I love the fact you can do movie characters and yourself ect it's amazingly fun 100% recommend",Yes,Humor
"It keeps saying i got a rare character even thought his guesses we're all right and it didn't evem take a minute. That's just an excuse to show ads, I'm okay with ads, but how this is done is annoying.",No,None
"most of the characters are vip characters, which means you have to become a member($3.99) to see if he actually got it right(which is dumb). watching a vid dosent work. just go browser and avoid this.",No,None
"It is so cool and amazing app! It makes me happy and fresh and i get so stunned when it finds out that i am thinking, I laugh so much when i play it. But the only thing i dont like is it asks same questions some time. Plz fix this! THANK YOU",Yes,Flattery
"Really it's very amazing game. I really enjoyed it, and i really don't know how can they read our mind correctly.i played this game several times and it give me the answers correctly. Love this game â¤ï¸ super duper interesting game it was!!!!ðâ¨ðð.",Yes,Flattery
it is fabulous. I still can't understand how this app finds out the character. all in all it is a very good song. salute to the designer l.,No,None
Quite frankly this app is garbage. I kept on thinking of St. Peter and it kept guessing St. Paul. This is crazy. Also I hate the rare character thing and there is WAY to many ads.,No,None
This app is so annoying my wifi connection is great but it just waste ur time loading and loading I can't open the app because of this I tried so many times I got so exited when I Downloaded this but when I opened it it doesn't workkkk pls fix ASAP,No,None
Preferred the older 'stand alone' app version. Though this version of the app provides a wealth of greater interaction through level incentives.,No,None
"I love this game,but 18 times he guest It wrong 18 times in a row!I was sick of this and I tried it one more time.but this time it worked so I will rate this app a good thing becose like I'm in quarantine because I got the virus so yeah!!",No,None
It's ok despite the fact you can't get the reward after the first guess. and that some characters you can't see without seeing a long ass video or paying 1.99,No,None
For somewhat reason.... It dosent let me play the game! When I open the game it closes and says there is somewhat kind of error of something! Can you fix that? That is the only reason I gave it 2 stars,No,None
"It is really a good app....It really tell the Charactar which is in our mind.but,sometime it never works and the main thing is that this app is online and tout takes too much net so this is the main problem.if this problem will get solve then I'll give 5 out of 5",No,None
"Some characters that he guesses are ""VIP characters"" which means you can't see who he guess because it says the character is a VIP character and you have to pay 3.99 for something which I think isnt fare bc the whole point of the game is for him too guess characters and how can I do that if he wont show me half of them.",No,None
An entertaining little game to get through boredom. I don't get why he says we need to try harder when he doesn't guess first time. That's his problem. lol,No,None
"5 stars! I'm still in shock you guessed everything on my mind with just a few questions! There is absolutely nothing bad about this app if I could, I would rate it 5000000000000000 stars and more if I could! This is the best!",No,None
"They've recently started marking answers as VIP answers, meaning you have to pay money to find out if they were even correct. I tried a dozen completely different types of person and they were all VIP answers. Completely pointless",No,None
"I like the game although, the amount of ads are annoying. I have fun one time and another but I don't like the ads.",Yes,Humor
"horrible! what's up with VIP character or do i have to watch a video that doesn't work ? can't enjoy the game like that if every time it's gonna be like that , remove this video , its not hard to guess the character but to watch every video for it is irritating",No,None
This game tends to glitch after the character guesses and takes you to a video before your character is revealed. I have to close out the app and restart the whole game.,No,None
"After I do one turn there's an add and I get it, it's the way you make money but akinator can be good without adds like, roblox for example they make tons of money and they dont have a single add, fortnite etc.",No,None
I love this game it's great to play if you're bord but what frustrated me a bit was that I had a character in my head it was so obvious and no matter how many times I tried it did not get my answer but apart from that it's a good game.,No,None
Fix you're technical errors it won't let me open the app to play anymore. Waste of time trying which is sad because it's an awesome game.,Yes,Humor
Mmmm....... I think that this game should be without internet this means that we sometimes are not available with the internet like sometimes probably it is not working or some families do not have these types of facilities like they can not afford these facilities. So about this game is that it is a wonderful game like we enjoy it playing and also feel excited that it can guess the character which is in my mind or not. So I like this game. ððð¤©ð¤©,No,None
"This game is pretty cool. I like how the library of characters he will guess is supplemented by the people who play, and he will learn about a character from your answers. nice.",No,None
I think you should remove the option of animals. Aki can't even identify simple animals like camel spiders . And there is also a lot of wrong information.,No,None
"It's kinda weird how he can read somebody mind, but I love it!!! But at the same time the ads need to be a little less.",No,None
Great app! It's just that when the AI guesses wrong they blame it on me and tell me that if I would've tried harder they would've got it on the first try... Explain me how that works out for logicð¤,No,None
"Love this game, and the Google home voice it came with. However, it seems to not be there anymore, and the downloaded version isn't talking.",No,None
Everytime i legitimately find a person i am greeted with a message saying i cheated and that i was randomly clicking options. This is not true and if you want to be able to find tricky characters then do not install this annoying game,No,None
This is sutch a smart app i love it and if i wanted to cange annything from this game i would leave it because it ia amazin. I really recomend it but if you are a kid i would recomend if you put chiled lock on. You still get the same play but you dont see desturbing things.,No,None
"It really blows my mind at how quick it guessed who I was thinking! I really thought it wasn't going to get it right, I thought it was going to think of someone simalar. But it actually guessed the right person. It deserves a 5/5 !",No,None
"App forces you to have internet connection so it can run ads every time a guess is completed, which is about every 2 minutes. Horrible experience.",No,None
"Every character is ""vip"" now so you have to watch a video every time just to see it's first guess, or pay a bunch of money. I'm uninstalling because of this, it isn't fun anymore.",Yes,Humor
What a great game and it's very funny he can really read your mind i just downloaded it a minute ago and i really enjoyed it so far the thing is there's a lot of ads and i hope they will fix this but so far it's a good game,Yes,Humor
hmm its a good app but the fact that i cant click off the adds (im on chromebook) bothers me. would reccomend putting landscape mode.,No,None
This game can never gess the person or YouTuber.Also there never on the list.It only gessed right on Azzyland and Wengi it never works.I hope if you get Akinator it will gess your person right. So you can give it more stars and more people can play it to have fun with it.â¥ï¸,Yes,Humor
"Such a cool game and very fun, and it amazes me how he is even able to guess unkown characters from Dbz like Nail, I thought he would guess piccolo. Anyways still enthusiastic but the only problem are the ads",Yes,Humor
"This app sucks, way too many ads, and it makes you watch unskippable ads for the answer. Just use the website. The app is trash.",Yes,Self-Deprecation
I actually like this game .....I have heard people saying that there are lots of adds in this game but in my phone I don't have ads ....I mean not lots off add and btw there are ads in every game......I like it so for me it's 5 star,No,None
"Dont known if the developers created mind reading technology, but every character either myself or friends think of, it gets it right. even characters that people forget about.",No,None
"Despite the game being about it's ability to predict a character it punishes and actively disuades you from thinking of a ""rare"" character by offering less to no rewards compared to normal characters and making you only watch the god awful ads for these rare characters.",Yes,Irony
Very veryy clever app!!ðð... I really like it a lot and it is fun to play...I would prefer this app to u all so that it should be Fun !! I love this app and this app has Less ads also loving it thankyou : ),Yes,Humor
"Will ask you the same questions they've just asked you multiple time and gives you characters that have traits he asked you about and have blatantly said no to, plus for some reason you can only get the rewards for saying characters if he guessed them on his first try which is insanely counterintuitive considering the rewards are based of how rare the characters are to be guessed therefore how difficult it is for him to guess them, don't waste your time on this trash",Yes,Passive-Aggression
"The app would not give me credit for the awards it said I got, then I was having me watch a video (I was fine with) but it kicked me out of the app right as I clicked to watch the video. Finally whenever I had a character or movie it didn't know I entered in the credentials then I got nothing for coming up with something it didn't have. To say the least this app did not like up to the standards it was given.",No,None
"It incentives you to get things right the first time but will frustrate you by asking the wrong questions every single time and jumping to conclusions robbing you of your reward, over and over until you smash your phone or uninstall the application.",No,None
pretty fun most of the time but a few times they would ask if my character was from a specific franchise and I would say no but they would still guess a character from that franchise as their first guess and screwing me out of the badge :p,Yes,Humor
"I tried guessing a rather rare character, then when it said it was a VIP character, I wanted to watch a vidronto see it, but it didn't let me! Everytime, that happened!",No,None
"While I find thos really cool, if you choose a ""VIP character"" (which a lot fall under), you have to watch a 30 second ad. Not worth it AT ALL",No,None
"App is buggy, struggles each time I try a new game. Makes you pay or watch ads when you pick a rare character, garbage!",No,None
It's unusable if you refuse to give your location at ALL time even if you are not using it. I purchased pro months ago and I really regret it now that I can't play with it.,No,None
"I would love it much more if it didn't restart every two questions. I would love to give it five stars but I can't if the app doesn't work correctly, so please fix it if you can. Thank you for reading my review.",No,None
This app is just soooooo great and addictive.I just can't stop trying new and new tricks to beat Akinator.few works.although all its great features it still got just one drawback.I can't help feeling need a reward when I beat Akinator.,No,None
"When I first got this there weren't any ads except an occasional rare character. But now everything is a rare character, which make you watch an ad or pay extra!",No,None
"Too many ads, like even if it's not a rare character it shows me an ad before i go to find another character, everything is good just the ads are too many",No,None
"Trash. Why are extremely well-known characters ""VIP""? Plus, he takes way too long to guess most of the time. Game is often laggy and has too many ads.",Yes,Self-Deprecation
To me honest this game pretty cool. The thing is that I have an a Android phone and it sucks and it takes forever to load but overall I think its an awsome app. P.S it reads your mind!!!ð®,No,None
"Akinator used to be the best game I played, until now. When I ptess the app to play, it loads 4/5 of the way and the glitches and stops loading. I wouldn't recommend playing this game :(",No,None
"This app is amazing. Unimaginable for all the tricks! It's good for free time and I highly recommend it. I actually didn't think he'd actually get the characters I thought of, but it's a very nice app.",Yes,Flattery
I like the game but theres 2 things 1. The game has ads before it finish 2. It wont let you enter in the app when you want the app inside the ad,No,None
It won't even open even though I have lots of space in my phone but I've played it before a few years ago and it doesn't even guess what you're thinking and also it freezes up so I can't even play it ð¡ð¡ð¡,No,None
"The game is great but before i refreshed my phone,it always kicked me out and its a bit creepy as he ""reads your mind"" Its an excellent game tho,i do recommend it .Please fix some of the bugs",Yes,Flattery
It's just magical but it needs an internet connection. Otherwise perfect because generally we turn wifi off to avoid ads.,No,None
"Using this was fun for the first 3 tries, but after that I kept getting ""VIP character"" and was required to pay or watch a video and the video would not come up.",Yes,Humor
Trash app unplayable because too many apps. Developer got greedy. Imagine watching a 1 min video just to see that it guessed the wrong character.,Yes,Self-Deprecation
Great game. But it has many adds after i play a match. So try to do something about them. And the adds are also very annoying.,No,None
"This app is marvelous.It tells every person I guess,even the rarest of celebrities. But the only problem is that sometimes it says I'm cheating for a akinator award. That's the only problem that i have seen",No,None
"I like this game i mean it guesses all my characters how cool is that.I mean i tell my friends that my app will read ur mind and they just answer a few questions and boom their character is in front of them!!.......and we get awards i do really love this app.you guys should definately click ""imstall"" button above and ull see magic..............ð¤¯ð¤¯ð¤¯ð®ð®ð¤ð¤ðð",No,None
Awesome. So far. Got everything right. Creepily accurate. Hopefully it'll never be used to spy on people. Aki awesomeness! This app is spectacular! Keep amazing the world.,Yes,Humor
"I absoulutly love this game it is full with ideas however, they should not repeat the same questions also,they should use simple words other than that this is one of the best games i have EVER played.",No,None
Hello let my start saying its really fun I love it but for me on a mobile when I starting it now its not loading Idk if its on my side so I uninstalled it and installed it angin but its still not working ð oo and the ads can u cut them please that will be all I have to say but its a really nice game ð,Yes,Humor
It can guess anything it makes me laughs when I am sad I was playing it for 2 years and I guess to vote it soo.. Please read it anyone made this game(thank you) by the ways I am loving it!!!!!!,No,None
"If the answer is ""rare"" enough you are forced to watch video to reveal the answer. This is very tasteless tactic in my opinion (I don't mind the adds after each game)",No,None
"really I have to watch ads just to see if you got it right or pay 3.99, you got to be kidding me, honestly, people just want apps to not be constantly trying to drain you bank account come on",No,None
"This game is mind blowing. I've only had it today but so far its guessed every one of my thoughts right. It's scaring me a little bit to be honest. Nontheless, this is very intriguing. Good job developers.",No,None
I really like this game and Akinator does most of the time read your mind but he keeps asking the same thing example im thinking of DanTDM he asks if he has blue hair i say yes then a few seconds later he says does you character have blonde hair then its green ecs but i do think its really fun and i like playing the game,Yes,Humor
This game is really good and fun. But when you choose every thing you know in the universe it's gonna be kinda hard to play because you tried every thing.,Yes,Humor
"Entertaining. Good time waster, only two things are it's annoying habit of asking the same question multiple times and asking contradictory questions. Why does it ask me if my character is female after I said Yes to male as an example.",No,None
